Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
175,20,20-22 (Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.6,Kurang,Kurang (5-6h),4,Sedang,Terdampak
176,22,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
177,19,16-19 (Sangat Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.9,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
178,21,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,5.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.5,Kurang,Kurang (5-6h),4,Sedang,Terdampak
179,20,20-22 (Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
180,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,5.0,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
181,19,16-19 (Sangat Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.4,Kurang,Kurang (5-6h),4,Sedang,Terdampak
182,21,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
183,20,20-22 (Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
184,22,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,5.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.3,Kurang,Kurang (5-6h),4,Sedang,Terdampak
185,19,16-19 (Sangat Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
186,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.9,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
187,20,20-22 (Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.2,Kurang,Kurang (5-6h),4,Sedang,Terdampak
188,22,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
189,19,16-19 (Sangat Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
190,21,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,5.0,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.1,Kurang,Kurang (5-6h),4,Sedang,Terdampak
191,20,20-22 (Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
192,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
193,19,16-19 (Sangat Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.0,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.0,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
194,21,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
195,20,20-22 (Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
196,22,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,4.9,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.9,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
197,19,16-19 (Sangat Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
198,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.7,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
199,20,20-22 (Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.8,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
200,22,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
201,19,16-19 (Sangat Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
202,21,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,4.8,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.7,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
203,20,20-22 (Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
204,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.6,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
205,19,16-19 (Sangat Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.6,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
206,21,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
207,20,20-22 (Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
208,22,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,4.7,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.5,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
209,19,16-19 (Sangat Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
210,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
211,20,20-22 (Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.4,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
212,22,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
213,19,16-19 (Sangat Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
214,21,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,4.6,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.3,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
215,20,20-22 (Muda),Perempuan,Sarjana,Bangladesh,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
216,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.4,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
217,19,16-19 (Sangat Muda),Perempuan,Sarjana,Nepal,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.2,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
218,21,20-22 (Muda),Laki-laki,Pascasarjana,Pakistan,Berpacaran,Tidak,Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
219,20,20-22 (Muda),Perempuan,Sarjana,Sri Lanka,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
220,22,20-22 (Muda),Laki-laki,Pascasarjana,Maldives,Berpacaran,Tidak,TikTok,Video Pendek,4.5,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.1,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
221,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.5,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
222,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,TikTok,Video Pendek,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
223,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
224,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.2,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
225,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.8,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.9,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
226,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
227,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,5.2,Tinggi,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
228,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
229,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),4,Sedang,Terdampak
230,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
231,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
232,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.9,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
233,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.5,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.0,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
234,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,5.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
235,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,5.0,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
236,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
237,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),4,Sedang,Terdampak
238,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
239,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
240,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.1,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
241,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.7,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.8,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
242,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
243,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,5.1,Tinggi,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
244,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
245,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,6.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),4,Sedang,Terdampak
246,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
247,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
248,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.8,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
249,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.6,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.1,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
250,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,5.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
251,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.9,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
252,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
253,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),4,Sedang,Terdampak
254,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
255,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
256,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.0,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
257,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.4,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.2,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
258,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
259,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,5.0,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
260,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
261,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,6.6,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.6,Kurang,Kurang (5-6h),4,Sedang,Terdampak
262,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.3,Cukup,Cukup (6-7h),3,Sedang,Terdampak
263,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
264,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.7,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
